SDSS_objID,redshift,M_r,M_r_err,gr,gr_err,logab,fracDeV,red
588848900973723777,0.0466,-20.52,0.01,0.488,0.024,0.009,0.13,0
587732591714893851,0.0332,-23.10,0.00,0.618,0.015,0.036,0.37,0
587739376163094763,0.0758,-22.40,0.01,0.591,0.018,0.064,0.22,0
587741816240537829,0.0508,-20.70,0.01,0.360,0.019,0.103,0.32,0
587738410871226484,0.0842,-21.37,0.01,0.467,0.021,0.166,0.07,0
587735347493667006,0.0458,-20.26,0.01,0.575,0.018,0.065,0.28,0
587741829117182206,0.0420,-20.34,0.01,0.386,0.017,0.135,0.32,0
587739304754741417,0.0407,-21.29,0.00,0.539,0.016,0.095,0.00,0
587738946683994322,0.0724,-21.12,0.01,0.629,0.019,0.194,0.00,0
587737808496427274,0.0619,-20.98,0.01,0.423,0.020,0.142,0.04,0
587735241173893362,0.0824,-20.92,0.01,0.461,0.023,0.072,0.00,0
587741708881231897,0.0602,-21.57,0.04,0.779,0.309,0.100,0.46,1
588017627231617090,0.0817,-21.66,0.01,0.540,0.017,0.072,0.00,0
588018056193376489,0.0659,-20.31,0.01,0.407,0.025,0.115,0.01,0
587739407337455890,0.0341,-20.19,0.01,0.509,0.017,0.114,0.10,0
587738617027887250,0.0385,-20.69,0.00,0.469,0.015,0.072,0.02,0
587731869632036957,0.0467,-21.09,0.00,0.522,0.015,0.059,0.00,0
588007005270901101,0.0618,-21.10,0.01,0.534,0.018,0.027,0.34,0
588015508747780282,0.0722,-21.29,0.01,0.546,0.020,0.070,0.03,0
587728308025950365,0.0840,-21.92,0.01,0.524,0.018,0.038,0.01,0
587734861607600274,0.0776,-21.29,0.01,0.554,0.024,0.179,0.27,0
587738196114473156,0.0695,-21.53,0.01,0.644,0.019,0.089,0.31,0
587739610231341140,0.0802,-21.32,0.01,0.535,0.020,0.020,0.00,0
587744729298960622,0.0376,-20.50,0.01,0.514,0.017,0.117,0.20,0
588007005254451386,0.0799,-21.63,0.01,0.523,0.016,0.114,0.00,0
587739608625053723,0.0802,-21.26,0.07,0.463,0.097,0.142,0.00,0
587734622176739494,0.0598,-21.42,0.01,0.598,0.017,0.185,0.16,0
587729231980265803,0.0322,-21.33,0.00,0.613,0.015,0.165,0.39,0
588017605757960267,0.0684,-20.94,0.01,0.463,0.018,0.066,0.18,0
587736783606382654,0.0315,-21.27,0.00,0.615,0.015,0.116,0.36,0
587726879418548400,0.0614,-20.66,0.01,0.335,0.024,0.096,0.16,0
587729386062020828,0.0361,-20.73,0.04,0.384,0.047,0.143,0.13,0
588016528244867100,0.0664,-22.19,0.01,0.630,0.016,0.192,0.06,0
587735666394464286,0.0583,-20.53,0.02,0.314,0.024,0.048,0.24,0
587730773883027656,0.0355,-21.70,0.00,0.608,0.015,0.196,0.35,0
587739506621415568,0.0319,-20.70,0.00,0.587,0.018,0.195,0.06,0
588007005254975657,0.0757,-20.80,0.01,0.444,0.022,0.094,0.00,0
587732048945152104,0.0301,-20.52,0.01,0.612,0.017,0.190,0.00,0
588013382740476035,0.0835,-20.77,0.01,0.495,0.019,0.170,0.00,0
587731886814527651,0.0477,-20.94,0.01,0.545,0.016,0.065,0.20,0
587739098591592656,0.0547,-21.35,0.00,0.599,0.017,0.089,0.11,0
588018254302478801,0.0534,-21.40,0.00,0.605,0.016,0.089,0.19,0
587739296163430556,0.0354,-20.62,0.00,0.584,0.016,0.098,0.25,0
587724649262809246,0.0826,-22.43,0.01,0.595,0.017,0.161,0.00,0
587733441049133324,0.0349,-21.66,0.00,0.667,0.016,0.187,0.45,1
587733604791812177,0.0514,-20.19,0.01,0.417,0.022,0.022,0.33,0
587739809416675510,0.0829,-21.65,0.01,0.418,0.017,0.059,0.36,0
587729752744067364,0.0301,-20.80,0.00,0.497,0.015,0.027,0.11,0
587731512616878087,0.0435,-21.46,0.15,0.565,0.340,0.068,0.17,0
588017713125916844,0.0736,-20.20,0.01,0.609,0.030,0.186,0.02,0
587729777441439860,0.0747,-21.78,0.01,0.518,0.017,0.119,0.33,0
587739115773297008,0.0618,-21.56,0.01,0.689,0.016,0.096,0.46,1
587734949664784601,0.0786,-21.99,0.01,0.546,0.017,0.119,0.06,0
587729409686175766,0.0582,-21.34,0.01,0.577,0.023,0.137,0.00,0
587726100418986159,0.0760,-21.60,0.02,0.387,0.029,0.114,0.15,0
587739152820535556,0.0759,-21.49,0.01,0.560,0.021,0.128,0.02,0
587736478670192941,0.0558,-20.70,0.01,0.563,0.019,0.053,0.00,0
587736782000750603,0.0512,-21.91,0.00,0.410,0.015,0.116,0.43,0
587731887888990342,0.0402,-20.33,0.02,0.569,0.027,0.176,0.41,0
587741602564014184,0.0320,-21.51,0.00,0.675,0.015,0.056,0.47,1
588017605234721004,0.0789,-21.85,0.01,0.568,0.017,0.167,0.12,0
587735344799809697,0.0489,-20.54,0.01,0.501,0.018,0.095,0.02,0
587733604804198413,0.0325,-21.61,0.00,0.565,0.015,0.061,0.25,0
587738618103070828,0.0654,-21.34,0.01,0.516,0.016,0.154,0.04,0
587739815313932538,0.0666,-21.30,0.01,0.520,0.017,0.062,0.02,0
587739376158310681,0.0570,-21.15,0.01,0.511,0.020,0.136,0.04,0
588017627241644230,0.0615,-21.58,0.00,0.572,0.016,0.109,0.02,0
587722983899005139,0.0773,-22.10,0.00,0.569,0.016,0.190,0.33,0
587725589310144785,0.0784,-20.84,0.01,0.568,0.022,0.054,0.00,0
587727221413118160,0.0773,-22.06,0.01,0.662,0.018,0.179,0.37,0
587741708872188009,0.0621,-21.52,0.01,0.415,0.017,0.027,0.03,0
587741600953532524,0.0524,-21.68,0.00,0.526,0.015,0.051,0.23,0
588018055131300496,0.0491,-20.56,0.01,0.416,0.020,0.107,0.20,0
588017604145905785,0.0538,-21.05,0.01,0.502,0.017,0.141,0.18,0
587733410989015250,0.0619,-21.48,0.01,0.654,0.018,0.063,0.16,0
587724197204525280,0.0575,-21.19,0.01,0.434,0.017,0.008,0.00,0
587735490288091300,0.0655,-21.37,0.01,0.651,0.016,0.181,0.39,0
587731868023062768,0.0793,-20.45,0.02,0.535,0.038,0.043,0.00,0
588013382744670373,0.0844,-21.12,0.01,0.418,0.022,0.104,0.04,0
587729160054833167,0.0352,-20.62,0.01,0.617,0.018,0.162,0.24,0
587726014542381068,0.0317,-21.07,0.01,0.469,0.016,0.020,0.24,0
587733603180740753,0.0687,-21.65,0.01,0.599,0.018,0.036,0.47,0
588011219682787572,0.0442,-20.29,0.01,0.534,0.017,0.086,0.03,0
588011101570072780,0.0799,-21.90,0.01,0.534,0.022,0.014,0.11,0
588017703465713722,0.0624,-22.10,0.01,0.715,0.018,0.096,0.39,1
588017992307376292,0.0344,-20.73,0.00,0.309,0.015,0.166,0.11,0
587736619862720704,0.0647,-22.29,0.01,0.638,0.017,0.119,0.28,0
587729653427011823,0.0832,-20.61,0.01,0.381,0.024,0.147,0.10,0
587741708344492140,0.0489,-20.68,0.01,0.449,0.020,0.042,0.06,0
587728949590622362,0.0381,-20.91,0.01,0.398,0.016,0.088,0.10,0
588848898848260309,0.0730,-22.03,0.01,0.464,0.019,0.030,0.02,0
588018091076878512,0.0603,-20.68,0.01,0.529,0.022,0.028,0.00,0
587733441588691294,0.0689,-21.36,0.00,0.586,0.016,0.039,0.42,0
587736783076327862,0.0473,-20.59,0.01,0.493,0.017,0.006,0.08,0
588011219682263252,0.0426,-21.24,0.01,0.654,0.017,0.119,0.19,0
588017109684125751,0.0627,-21.53,0.01,0.521,0.018,0.024,0.05,0
587724649794764948,0.0703,-21.66,0.01,0.591,0.019,0.059,0.33,0
587731187283198100,0.0674,-20.99,0.01,0.506,0.020,0.078,0.00,0
587739828734722229,0.0696,-21.01,0.01,0.457,0.022,0.105,0.00,0
587735662618935508,0.0423,-21.01,0.01,0.454,0.017,0.161,0.00,0
587741602032517187,0.0361,-20.59,0.00,0.582,0.016,0.096,0.07,0
587736942525481135,0.0550,-20.91,0.01,0.429,0.018,0.026,0.00,0
587733432460509503,0.0339,-21.15,0.01,0.501,0.018,0.042,0.13,0
587738947746594911,0.0389,-21.51,0.00,0.541,0.015,0.153,0.12,0
587736478673010925,0.0415,-20.35,0.01,0.557,0.020,0.160,0.00,0
587736941992542616,0.0723,-21.82,0.01,0.691,0.018,0.023,0.47,1
588297865263906874,0.0796,-21.89,0.01,0.693,0.017,0.029,0.24,1
587728931874406669,0.0320,-20.87,0.00,0.465,0.016,0.040,0.00,0
587739115242455223,0.0740,-21.06,0.01,0.416,0.023,0.087,0.00,0
587734304345948330,0.0447,-21.38,0.00,0.583,0.016,0.018,0.08,0
587729387683643434,0.0445,-20.23,0.01,0.420,0.051,0.085,0.06,0
587729158437077205,0.0820,-21.36,0.01,0.523,0.022,0.036,0.20,0
587734950199623780,0.0487,-21.07,0.02,0.630,0.039,0.124,0.01,0
587738947731718562,0.0616,-21.89,0.00,0.511,0.015,0.123,0.31,0
587728880343122147,0.0688,-20.63,0.01,0.572,0.032,0.009,0.06,0
587736976347693228,0.0705,-21.21,0.01,0.553,0.020,0.031,0.00,0
587734623788531885,0.0699,-22.12,0.01,0.570,0.016,0.016,0.37,0
587736782537949675,0.0564,-20.69,0.01,0.580,0.018,0.106,0.00,0
588017978362429630,0.0591,-21.30,0.01,0.577,0.017,0.098,0.26,0
587726015608783043,0.0799,-21.35,0.01,0.597,0.019,0.120,0.27,0
587738568163852451,0.0810,-21.48,0.01,0.506,0.019,0.194,0.03,0
587732577758675094,0.0656,-20.78,0.08,0.539,0.086,0.051,0.00,0
587738948281106638,0.0382,-21.00,0.00,0.578,0.015,0.023,0.05,0
587724197744214145,0.0443,-21.54,0.01,0.585,0.019,0.187,0.01,0
587735344796991771,0.0726,-21.65,0.01,0.506,0.017,0.183,0.17,0
587726878885413025,0.0713,-22.04,0.01,0.594,0.017,0.129,0.22,0
587741489301684323,0.0511,-20.67,0.01,0.472,0.021,0.050,0.05,0
587739815852704121,0.0544,-20.98,0.01,0.454,0.017,0.082,0.00,0
588017979982348523,0.0818,-21.51,0.01,0.629,0.017,0.018,0.41,0
587728309103427628,0.0626,-21.82,0.00,0.568,0.018,0.015,0.10,0
587729751669211505,0.0306,-21.05,0.00,0.491,0.015,0.055,0.00,0
588018055665877248,0.0462,-21.44,0.00,0.303,0.015,0.196,0.21,0
587739407859581009,0.0732,-21.93,0.01,0.536,0.016,0.058,0.00,0
587739505013620862,0.0497,-20.67,0.08,0.448,0.091,0.081,0.37,0
587735666384896141,0.0757,-21.20,0.01,0.581,0.021,0.088,0.00,0
587726032765059337,0.0410,-21.35,0.02,0.589,0.026,0.111,0.04,0
587739131347271810,0.0702,-22.23,0.00,0.601,0.015,0.054,0.46,0
587734623783026738,0.0550,-21.35,0.02,0.468,0.217,0.077,0.03,0
587738616493178955,0.0405,-20.45,0.01,0.442,0.018,0.115,0.23,0
587739809964294243,0.0785,-21.33,0.01,0.580,0.021,0.056,0.00,0
587734622176084119,0.0428,-21.84,0.00,0.641,0.015,0.067,0.32,0
588017948276621419,0.0546,-20.67,0.01,0.552,0.017,0.180,0.30,0
587739811570254194,0.0507,-20.99,0.01,0.484,0.016,0.026,0.25,0
587736899036250307,0.0464,-20.76,0.01,0.604,0.017,0.073,0.00,0
587738617022316609,0.0356,-20.87,0.00,0.558,0.016,0.179,0.06,0
588016839638581424,0.0839,-22.35,0.01,0.657,0.022,0.146,0.32,0
587726878351032509,0.0801,-21.23,0.01,0.477,0.020,0.065,0.34,0
588017977818284165,0.0372,-20.57,0.01,0.372,0.019,0.074,0.07,0
588017991242351086,0.0455,-20.85,0.01,0.595,0.021,0.045,0.10,0
587726878874272420,0.0802,-20.85,0.01,0.422,0.025,0.048,0.02,0
587734950201917633,0.0779,-21.26,0.01,0.583,0.023,0.126,0.07,0
587732578310029509,0.0828,-20.99,0.01,0.584,0.021,0.171,0.36,0
587728950127493170,0.0681,-21.06,0.01,0.476,0.019,0.120,0.32,0
587726879417630981,0.0606,-21.79,0.01,0.588,0.018,0.138,0.20,0
588017703478689942,0.0802,-21.88,0.01,0.594,0.019,0.060,0.01,0
587739706883768521,0.0358,-20.48,0.01,0.442,0.021,0.011,0.01,0
587722982834766073,0.0504,-21.78,0.00,0.500,0.024,0.126,0.00,0
587738568714223760,0.0790,-20.69,0.02,0.444,0.025,0.021,0.43,0
588017711512682684,0.0648,-21.87,0.00,0.582,0.016,0.154,0.04,0
587738196111589790,0.0601,-21.06,0.01,0.470,0.017,0.072,0.07,0
588295840710721725,0.0750,-21.02,0.01,0.349,0.021,0.109,0.31,0
587739407308750933,0.0438,-20.72,0.01,0.480,0.016,0.106,0.41,0
588017604688805997,0.0517,-21.09,0.01,0.405,0.018,0.169,0.17,0
588848900445765844,0.0402,-21.81,0.01,0.560,0.016,0.106,0.39,0
588017703485833441,0.0465,-20.89,0.01,0.543,0.017,0.074,0.17,0
587739809413791883,0.0493,-20.61,0.01,0.379,0.018,0.006,0.00,0
587726016145457245,0.0786,-21.31,0.01,0.614,0.019,0.102,0.29,0
588017948274131099,0.0312,-20.81,0.00,0.449,0.015,0.021,0.00,0
587731186740232297,0.0611,-20.93,0.01,0.397,0.020,0.196,0.10,0
588848898853437598,0.0537,-21.12,0.01,0.328,0.017,0.036,0.17,0
587741708345475170,0.0718,-21.58,0.01,0.554,0.018,0.123,0.05,0
587731185130995898,0.0736,-21.37,0.01,0.423,0.020,0.151,0.43,0
587741531711996050,0.0584,-21.21,0.01,0.595,0.018,0.144,0.06,0
587730818437415047,0.0822,-21.94,0.01,0.640,0.021,0.105,0.11,0
588011125191475317,0.0664,-21.50,0.09,0.612,0.092,0.103,0.00,0
587727225690259660,0.0767,-21.03,0.02,0.561,0.028,0.078,0.07,0
587739114703487134,0.0800,-21.57,0.01,0.553,0.020,0.019,0.24,0
587732582590120094,0.0720,-20.70,0.01,0.496,0.021,0.153,0.13,0
587730772811120665,0.0422,-20.57,0.01,0.640,0.019,0.037,0.33,0
587737826750759096,0.0710,-22.02,0.01,0.522,0.019,0.177,0.19,0
587732050557010092,0.0668,-21.58,0.01,0.479,0.016,0.141,0.30,0
587729773681836284,0.0826,-21.44,0.01,0.450,0.022,0.082,0.00,0
587739152818438342,0.0442,-21.63,0.00,0.518,0.015,0.198,0.08,0
588017704551973013,0.0817,-21.22,0.01,0.521,0.022,0.157,0.00,0
587732483828482202,0.0708,-22.23,0.03,0.524,0.041,0.074,0.45,0
587731885738623176,0.0849,-21.90,0.01,0.523,0.017,0.070,0.01,0
587728665578570003,0.0437,-21.27,0.00,0.640,0.015,0.196,0.23,0
587739809963573699,0.0495,-21.62,0.00,0.570,0.015,0.154,0.41,0
587727866178961818,0.0772,-21.71,0.01,0.508,0.018,0.065,0.06,0
587725981226565871,0.0318,-20.19,0.01,0.468,0.020,0.161,0.15,0
587735236344938923,0.0720,-21.66,0.01,0.576,0.017,0.019,0.10,0
588848898849374314,0.0718,-22.63,0.00,0.443,0.015,0.040,0.28,0
587741709406634263,0.0340,-20.53,0.01,0.487,0.017,0.085,0.25,0
587739646205624462,0.0357,-20.82,0.00,0.602,0.015,0.055,0.48,0
588018057262727290,0.0738,-21.19,0.01,0.354,0.017,0.126,0.08,0
587738570318544984,0.0676,-20.21,0.01,0.362,0.024,0.054,0.25,0
588017991773782028,0.0813,-20.53,0.29,0.429,0.436,0.030,0.19,0
587727867256701059,0.0416,-20.62,0.01,0.512,0.017,0.139,0.04,0
587736584977711400,0.0627,-20.96,0.01,0.550,0.019,0.083,0.01,0
588017567635734598,0.0583,-21.10,0.01,0.520,0.018,0.071,0.04,0
588010879846121633,0.0681,-20.21,0.01,0.285,0.025,0.072,0.11,0
587722983345488023,0.0725,-21.93,0.01,0.588,0.020,0.116,0.03,0
587739131347664917,0.0626,-21.84,0.00,0.530,0.015,0.078,0.27,0
587741533312974995,0.0433,-22.01,0.00,0.628,0.015,0.172,0.45,0
588017704553283778,0.0643,-21.16,0.01,0.527,0.019,0.159,0.41,0
587739407309930684,0.0818,-21.86,0.01,0.571,0.018,0.166,0.34,0
587734305419362429,0.0762,-21.52,0.01,0.606,0.019,0.176,0.17,0
588848901519179844,0.0753,-22.39,0.01,0.619,0.017,0.089,0.32,0
587729227684577303,0.0443,-21.12,0.01,0.367,0.017,0.178,0.18,0
587732484895342744,0.0385,-20.49,0.02,0.409,0.026,0.122,0.09,0
588010358536405188,0.0630,-21.40,0.01,0.507,0.017,0.069,0.00,0
587726879422677189,0.0746,-21.12,0.01,0.605,0.022,0.126,0.25,0
587738615417798763,0.0637,-21.57,0.01,0.582,0.017,0.036,0.00,0
587727212274188543,0.0494,-21.21,0.01,0.523,0.022,0.100,0.00,0
588017603604774974,0.0592,-21.71,0.00,0.634,0.017,0.090,0.00,0
587730815750045703,0.0819,-21.65,0.01,0.608,0.024,0.145,0.34,0
587739152817324356,0.0441,-20.63,0.01,0.441,0.017,0.192,0.10,0
587739114699751533,0.0790,-22.49,0.01,0.690,0.018,0.060,0.48,1
588298664116682829,0.0795,-21.75,0.01,0.469,0.016,0.193,0.46,0
588013382727827707,0.0835,-21.00,0.01,0.432,0.022,0.089,0.15,0
587739378318114975,0.0447,-20.40,0.03,0.545,0.040,0.124,0.00,0
587724197207146751,0.0726,-20.61,0.02,0.572,0.040,0.085,0.10,0
587736920510038389,0.0458,-20.72,0.01,0.506,0.019,0.129,0.01,0
587739809949745266,0.0539,-21.52,0.00,0.593,0.019,0.008,0.06,0
588018091079041281,0.0715,-21.08,0.01,0.555,0.018,0.134,0.21,0
587732770500575433,0.0755,-22.45,0.01,0.612,0.017,0.141,0.07,0
587732048945152064,0.0423,-20.20,0.01,0.523,0.021,0.089,0.09,0
587739407301279892,0.0678,-20.75,0.02,0.452,0.026,0.092,0.17,0
587739115246714953,0.0346,-22.26,0.00,0.671,0.015,0.106,0.37,0
587734305418707087,0.0633,-21.38,0.01,0.532,0.025,0.184,0.15,0
588848899926327500,0.0704,-20.51,0.01,0.340,0.022,0.194,0.01,0
587738066726355316,0.0830,-21.75,0.01,0.625,0.020,0.108,0.04,0
587739506089066643,0.0466,-21.16,0.00,0.535,0.016,0.015,0.09,0
588011218061099129,0.0720,-21.31,0.01,0.568,0.018,0.108,0.09,0
587731890576097386,0.0480,-21.30,0.06,0.626,0.062,0.141,0.08,0
588015508738146429,0.0453,-20.96,0.01,0.470,0.016,0.017,0.00,0
588017702939918519,0.0765,-21.80,0.01,0.502,0.018,0.067,0.03,0
588017704029782381,0.0455,-21.26,0.00,0.515,0.015,0.085,0.00,0
587724233176580192,0.0793,-21.69,0.01,0.534,0.019,0.180,0.03,0
587724648180482160,0.0523,-20.88,0.01,0.445,0.017,0.045,0.02,0
587731512613797961,0.0593,-20.43,0.02,0.368,0.029,0.044,0.19,0
587727232133431369,0.0846,-21.37,0.01,0.560,0.019,0.036,0.27,0
587735429079498905,0.0654,-22.00,0.00,0.585,0.015,0.043,0.22,0
588017567100108941,0.0631,-20.53,0.01,0.454,0.024,0.105,0.47,0
587732769982054512,0.0345,-20.61,0.00,0.610,0.016,0.163,0.15,0
587738564943478947,0.0778,-21.12,0.01,0.523,0.022,0.147,0.24,0
587732772117414026,0.0683,-21.03,0.01,0.485,0.019,0.184,0.33,0
587738618098745444,0.0700,-21.31,0.01,0.606,0.017,0.095,0.00,0
587727180087033919,0.0378,-20.21,0.01,0.385,0.023,0.103,0.04,0
587739130804830369,0.0522,-20.55,0.01,0.527,0.020,0.017,0.00,0
587731868560982200,0.0503,-21.94,0.00,0.577,0.016,0.086,0.22,0
587738372743496003,0.0702,-21.00,0.01,0.473,0.023,0.031,0.00,0
587733079198335113,0.0780,-22.16,0.01,0.389,0.018,0.033,0.10,0
588007005265527094,0.0451,-20.35,0.01,0.420,0.019,0.081,0.22,0
587742863134163070,0.0834,-21.08,0.01,0.355,0.025,0.141,0.16,0
588011123037962391,0.0708,-21.50,0.01,0.601,0.018,0.083,0.06,0
587730775483285610,0.0363,-20.34,0.05,0.535,0.526,0.115,0.08,0
587726031180726467,0.0626,-20.90,0.01,0.624,0.020,0.105,0.11,0
587736751930474641,0.0312,-20.68,0.01,0.519,0.016,0.199,0.06,0
587727226235912292,0.0704,-20.25,0.03,0.398,0.038,0.156,0.22,0
587733425480794188,0.0394,-21.28,0.00,0.579,0.015,0.135,0.19,0
587729154669740167,0.0472,-21.39,0.00,0.535,0.016,0.015,0.00,0
588017569777320120,0.0544,-21.73,0.00,0.544,0.015,0.131,0.00,0
588011122503319695,0.0694,-21.42,0.01,0.557,0.020,0.031,0.21,0
588010877680877648,0.0395,-20.42,0.01,0.437,0.019,0.032,0.01,0
588018091614994454,0.0651,-21.16,0.01,0.449,0.018,0.089,0.14,0
587738946136244246,0.0352,-21.24,0.01,0.424,0.016,0.064,0.31,0
587733081342476451,0.0567,-20.81,0.01,0.567,0.017,0.093,0.23,0
588017704540831847,0.0845,-21.01,0.01,0.440,0.026,0.127,0.04,0
587739302607126599,0.0704,-20.86,0.02,0.445,0.029,0.120,0.41,0
587729386620387410,0.0600,-21.92,0.00,0.583,0.015,0.167,0.06,0
588011125191671819,0.0322,-20.25,0.00,0.508,0.015,0.124,0.19,0
587739720832516154,0.0555,-21.72,0.01,0.577,0.016,0.182,0.23,0
587741533313892516,0.0403,-21.81,0.00,0.634,0.015,0.015,0.33,0
588017115051917324,0.0433,-21.42,0.01,0.409,0.017,0.086,0.02,0
587736586045030533,0.0783,-20.50,0.01,0.405,0.024,0.074,0.00,0
587735348552597836,0.0656,-20.32,0.01,0.531,0.023,0.059,0.00,0
587731873386856674,0.0794,-21.93,0.01,0.654,0.019,0.026,0.47,0
587739721913991328,0.0664,-22.86,0.00,0.687,0.015,0.062,0.47,0
587741533310943487,0.0819,-21.60,0.01,0.587,0.020,0.177,0.20,0
587731185671471206,0.0815,-21.52,0.01,0.503,0.017,0.039,0.00,0
587735662622670923,0.0404,-20.78,0.01,0.615,0.018,0.066,0.38,0
587725074453758312,0.0612,-20.20,0.01,0.365,0.024,0.117,0.35,0
587731185127129160,0.0580,-21.03,0.01,0.545,0.017,0.113,0.00,0
587730815753257059,0.0303,-21.51,0.04,0.558,0.062,0.017,0.15,0
587735665307746392,0.0703,-22.33,0.01,0.534,0.018,0.131,0.30,0
587739607559307400,0.0728,-20.93,0.01,0.581,0.025,0.072,0.00,0
588018055123763465,0.0589,-22.45,0.00,0.762,0.015,0.162,0.26,1
587739377772855603,0.0825,-20.48,0.02,0.459,0.035,0.050,0.00,0
588010358014476410,0.0791,-20.67,0.01,0.580,0.027,0.127,0.04,0
588017948809756751,0.0487,-21.89,0.01,0.603,0.017,0.140,0.00,0
588009368547754002,0.0454,-21.15,0.17,0.377,0.180,0.074,0.17,0
588010358009495793,0.0739,-21.07,0.01,0.576,0.023,0.024,0.00,0
587742061599064219,0.0448,-21.07,0.00,0.535,0.016,0.121,0.40,0
587736963996647476,0.0711,-20.77,0.01,0.497,0.023,0.164,0.26,0
587735490288681220,0.0771,-20.72,0.01,0.409,0.021,0.142,0.03,0
587731885736263716,0.0630,-21.12,0.01,0.526,0.019,0.099,0.00,0
587739407340404910,0.0728,-21.58,0.01,0.607,0.019,0.171,0.10,0
587732772109353121,0.0625,-22.31,0.00,0.597,0.016,0.095,0.42,0
588015509272264782,0.0384,-20.23,0.01,0.495,0.019,0.098,0.00,0
587725818021740625,0.0558,-21.57,0.00,0.660,0.016,0.041,0.30,0
588010359624171738,0.0514,-21.49,0.01,0.546,0.017,0.107,0.42,0
587732703405670497,0.0829,-20.24,0.02,0.308,0.031,0.114,0.15,0
587731187269435644,0.0597,-20.93,0.01,0.499,0.017,0.062,0.05,0
587739811020013721,0.0757,-21.10,0.01,0.497,0.018,0.095,0.21,0
588017625634701368,0.0596,-21.73,0.00,0.550,0.016,0.099,0.26,0
587735744221413570,0.0765,-21.61,0.01,0.556,0.018,0.124,0.32,0
587739646747738208,0.0653,-21.46,0.01,0.608,0.018,0.170,0.00,0
587731890575769764,0.0849,-21.42,0.01,0.509,0.018,0.088,0.49,0
587730846350442969,0.0729,-20.68,0.02,0.558,0.044,0.063,0.00,0
587738570312908981,0.0589,-21.03,0.01,0.501,0.019,0.095,0.45,0
587731186200019044,0.0681,-20.93,0.01,0.532,0.019,0.070,0.32,0
587739827662946405,0.0754,-21.05,0.01,0.375,0.021,0.138,0.24,0
588017710973452467,0.0696,-20.86,0.01,0.499,0.019,0.030,0.07,0
588017566024597697,0.0402,-21.49,0.01,0.534,0.016,0.034,0.00,0
587741531718484109,0.0621,-21.93,0.01,0.568,0.017,0.082,0.00,0
587733431923245478,0.0542,-21.76,0.01,0.577,0.018,0.088,0.23,0
587735348561969309,0.0404,-20.36,0.01,0.355,0.018,0.119,0.12,0
588018253756301393,0.0635,-21.96,0.00,0.480,0.015,0.013,0.23,0
587737827283697961,0.0425,-20.88,0.01,0.633,0.018,0.161,0.00,0
588007005254123626,0.0829,-21.30,0.01,0.587,0.021,0.121,0.08,0
587733081891995732,0.0644,-22.17,0.00,0.673,0.016,0.197,0.33,0
588007004163735763,0.0758,-21.93,0.01,0.620,0.020,0.110,0.00,0
587732157387768243,0.0434,-21.36,0.00,0.676,0.016,0.133,0.42,1
587741707805851777,0.0562,-20.83,0.01,0.567,0.019,0.006,0.16,0
587741532239626433,0.0528,-20.92,0.01,0.487,0.017,0.111,0.00,0
587732578307866815,0.0729,-21.27,0.01,0.417,0.020,0.040,0.04,0
587735044153475237,0.0611,-21.07,0.01,0.550,0.019,0.084,0.36,0
587730772806926543,0.0811,-21.80,0.01,0.509,0.020,0.027,0.12,0
587732772116037659,0.0607,-21.92,0.04,0.568,0.040,0.038,0.00,0
587725041163436170,0.0581,-21.95,0.01,0.583,0.020,0.151,0.13,0
587733442125758897,0.0770,-20.91,0.01,0.556,0.018,0.048,0.00,0
588017704024801570,0.0340,-21.69,0.00,0.567,0.015,0.123,0.19,0
587735666395316679,0.0542,-21.38,0.01,0.625,0.017,0.045,0.29,0
587733398637248630,0.0736,-21.43,0.01,0.618,0.018,0.174,0.28,0
587739827129286792,0.0697,-21.39,0.01,0.578,0.017,0.040,0.23,0
587725041708695710,0.0481,-21.21,0.00,0.566,0.016,0.068,0.02,0
587739706334118089,0.0423,-21.65,0.00,0.643,0.016,0.035,0.38,0
587741708334465183,0.0637,-22.14,0.00,0.619,0.016,0.151,0.09,0
587725590921937245,0.0701,-21.71,0.01,0.677,0.017,0.076,0.35,1
587729777982308598,0.0731,-21.44,0.01,0.572,0.020,0.162,0.35,0
588018055121404184,0.0752,-21.61,0.01,0.519,0.019,0.163,0.07,0
587725550659633284,0.0395,-21.10,0.01,0.462,0.020,0.128,0.23,0
587726877808001287,0.0659,-21.53,0.01,0.521,0.018,0.022,0.47,0
587735665846124693,0.0762,-21.59,0.01,0.452,0.019,0.041,0.29,0
587725817498042605,0.0736,-21.39,0.01,0.434,0.016,0.017,0.16,0
587731514222182633,0.0424,-21.96,0.00,0.606,0.015,0.081,0.25,0
587729777989255211,0.0683,-20.49,0.01,0.372,0.027,0.029,0.08,0
587739719772536993,0.0828,-21.77,0.01,0.522,0.023,0.080,0.05,0
588007005800104033,0.0484,-20.35,0.01,0.517,0.017,0.159,0.36,0
588297863120224352,0.0729,-21.93,0.01,0.509,0.016,0.088,0.21,0
588017604135944354,0.0638,-21.04,0.01,0.457,0.020,0.032,0.24,0
587735044149084495,0.0779,-22.08,0.01,0.622,0.017,0.146,0.24,0
587731512608424057,0.0566,-21.88,0.01,0.541,0.017,0.030,0.39,0
587739377229627887,0.0445,-20.63,0.01,0.483,0.019,0.090,0.00,0
588015508741423248,0.0768,-21.54,0.01,0.451,0.021,0.026,0.42,0
587724650864050209,0.0420,-21.51,0.00,0.486,0.016,0.081,0.14,0
